Rk,PER,TS%,3PAr,FTr,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
146,13.5,0.598,0.364,0.244,13.5,3.4,1.8,5.3,0.1,0.6,-0.4,0.2,1.4
147,8.9,0.486,0.301,0.195,12.8,1.2,2.5,3.7,0.078,-3.2,1.3,-2,0
148,7.1,0.444,0.338,0.142,18.5,-1.6,0.2,-1.3,-0.064,-3.9,-2.4,-6.3,-1.1
149,11.7,0.524,0.212,0.319,20.1,0.3,0.7,0.9,0.055,-2,-0.8,-2.9,-0.2
150,9.9,0.434,0.136,0.203,18.3,-0.7,0.8,0.2,0.011,-3.3,0.4,-2.9,-0.2
151,14.3,0.497,0.018,0.287,10.1,1.6,1.4,3,0.152,-0.6,0.1,-0.5,0.4
152,11.4,0.516,0.409,0.281,19.9,0.9,0.8,1.7,0.051,-1.1,-0.7,-1.8,0.1
153,12.8,0.557,0.53,0.129,16.9,2.7,2.1,4.7,0.09,-0.3,0,-0.3,1.1
154,9.9,0.419,0.008,0.209,16.5,-0.3,0.4,0.1,0.014,-5.7,-1.3,-7,-0.6
154,10.2,0.419,0.011,0.159,17.1,-0.2,0.2,0.1,0.013,-5.4,-1.3,-6.8,-0.4
154,9.1,0.417,0,0.317,15.3,-0.2,0.2,0.1,0.015,-6.2,-1.2,-7.3,-0.2
155,11.3,0.459,0.362,0.343,22.1,-0.3,0.2,-0.1,-0.015,-2.8,-0.1,-2.9,-0.1
155,4.9,0.398,0.273,0.455,21.2,-0.2,0,-0.1,-0.102,-6.5,-1.8,-8.3,-0.1
155,9.3,0.465,0.429,0.171,22.7,-0.1,0,-0.1,-0.05,-2.5,-0.2,-2.7,0
155,15.3,0.484,0.354,0.417,22.2,0,0.1,0.1,0.046,-1.3,0.7,-0.5,0.1
156,15.7,0.597,0.458,0.611,18.9,4.9,1.2,6.1,0.139,1.5,-0.8,0.7,1.4
156,15.6,0.6,0.47,0.57,18.5,4.2,0.7,4.9,0.14,1.4,-1.3,0.1,0.9
156,15.9,0.587,0.412,0.771,20.6,0.7,0.5,1.2,0.133,1.7,1.3,3,0.5
157,13.5,0.551,0.472,0.16,17.3,1.9,1.1,3,0.104,0.4,0.6,1,1
158,20.6,0.575,0.006,0.264,22.3,3.4,5.6,9,0.194,1.8,2.9,4.7,3.8
159,16.8,0.58,0.01,0.425,16.9,4,3.9,7.9,0.146,0.3,2,2.3,2.8
160,23.3,0.589,0.003,0.384,21.8,10,4.7,14.7,0.232,3.9,0.9,4.8,5.2
161,17.8,0.548,0.166,0.277,23.3,2.7,2.9,5.5,0.123,1.9,0.8,2.7,2.6
162,10.8,0.544,0.193,0.348,14.5,0.5,0.6,1,0.045,-2.1,-0.4,-2.5,-0.1
162,-2.1,0.333,0,0,15.3,-0.1,0,-0.1,-0.175,-8.5,-0.7,-9.2,0
162,9.9,0.496,0.074,0.444,14,0,0.1,0.1,0.023,-2.6,-0.2,-2.8,0
162,11.1,0.552,0.209,0.342,14.6,0.6,0.5,1,0.052,-1.9,-0.4,-2.3,-0.1
163,13,0.542,0.349,0.256,17.8,0.5,1.9,2.4,0.091,-1.6,1.4,-0.1,0.6
164,13.2,0.533,0.444,0.247,19.7,2,0.4,2.4,0.062,0.3,-0.7,-0.4,0.8
165,14.3,0.502,0.016,0.295,16.8,1.4,3.8,5.2,0.143,-2.2,1.4,-0.9,0.5
166,21.7,0.581,0.433,0.403,26,6.6,3.2,9.9,0.195,4.1,1.3,5.4,4.5
167,9,0.504,0.418,0.168,12.7,1.3,1.2,2.5,0.057,-2.1,0,-2.1,-0.1
168,15.9,0.487,0.055,0.282,24.6,0.3,1.5,1.8,0.101,-1.2,0.2,-1,0.2
169,12.4,0.548,0.345,0.208,21.5,1.3,0.3,1.7,0.037,-0.6,-1.9,-2.5,-0.3
170,18.5,0.566,0.307,0.367,26.5,4.2,1.1,5.3,0.12,3,-1,2,2.2
171,17.8,0.594,0.007,0.32,17.1,3.7,2.7,6.4,0.152,0.2,0.7,0.9,1.5
171,13.7,0.562,0,0.222,12.4,0.5,0.8,1.3,0.157,-1.9,2.2,0.3,0.2
171,18.8,0.598,0.008,0.335,18.3,3.2,1.9,5.1,0.151,0.7,0.3,1,1.2
172,7.7,0.518,0.168,0.201,17.2,-0.2,0.1,0,-0.004,-4.5,-1.3,-5.8,-0.6
173,4.4,0.457,0.105,0.19,12.3,-0.7,0.4,-0.3,-0.014,-5.8,-1,-6.8,-1.2
174,17.8,0.554,0.323,0.37,26.7,3.7,3.2,6.9,0.12,2.2,-0.1,2.1,2.9
175,11,0.566,0,0.343,13.1,0.3,0.8,1.1,0.1,-3.9,-0.2,-4,-0.3
176,13.2,0.586,0.543,0,20,0,0.1,0.1,0.076,0.1,-0.7,-0.6,0
177,12.9,0.538,0.257,0.298,19.5,2.4,2.4,4.8,0.095,-0.6,-0.5,-1.1,0.5
177,12.9,0.533,0.298,0.293,19.3,1.9,1.4,3.3,0.087,-0.3,-0.9,-1.2,0.3
177,12.9,0.553,0.134,0.312,19.8,0.5,1,1.5,0.118,-1.5,0.8,-0.7,0.2
178,10.8,0.515,0.255,0.164,20.5,0.3,1.5,1.8,0.052,-2.1,-0.7,-2.8,-0.3
179,9.7,0.482,0.399,0.168,18.2,-0.2,0.8,0.5,0.022,-1.8,-0.4,-2.2,-0.1
180,33,0.521,0,1,26.7,0,0,0,0.293,6,9.1,15.1,0
181,21.9,0.549,0.017,0.505,27.3,6.5,3.4,9.8,0.152,3,-0.3,2.6,3.6
182,19.7,0.55,0.017,0.397,21.2,0.3,0.3,0.6,0.164,-1.1,-0.1,-1.1,0
183,15.8,0.52,0.215,0.256,26,1.6,0.2,1.8,0.059,0.6,-2.2,-1.6,0.1
184,16.4,0.529,0.003,0.413,23.1,2.2,1.6,3.8,0.118,-0.6,-1.3,-1.9,0
185,10.1,0.444,0.32,0.126,16.8,-0.1,0.7,0.6,0.048,-3.3,-0.4,-3.7,-0.3
185,8.7,0.423,0.141,0.113,15.8,-0.1,0.4,0.4,0.075,-4.9,-0.2,-5.2,-0.2
185,11,0.455,0.415,0.133,17.5,0,0.3,0.3,0.032,-2.3,-0.5,-2.8,-0.1
186,16.4,0.598,0.474,0.501,19.5,5,2.1,7.1,0.156,1.3,0.6,1.9,2.2
187,12.3,0.527,0.486,0.173,22.3,0.6,1.5,2.1,0.06,-0.6,-1.1,-1.7,0.1
188,17.2,0.545,0.221,0.494,24.6,3.2,1,4.2,0.089,1.9,-1.3,0.6,1.5
188,17.6,0.543,0.18,0.502,24.4,2.6,0.9,3.4,0.096,2,-0.8,1.2,1.4
188,15.7,0.552,0.348,0.473,25.2,0.7,0.1,0.8,0.068,1.5,-3,-1.5,0.1
189,10.4,0.486,0.318,0.322,19.1,-0.4,0.4,0,0.002,-2.3,-1.2,-3.5,-0.4
190,17.9,0.515,0,0.667,24.2,0,0,0,0.102,-2.3,-0.2,-2.4,0
191,12.7,0.549,0,0.233,14.8,0.4,0.6,0.9,0.13,-1.7,-0.5,-2.3,0
192,12.8,0.481,0.065,0.155,18.9,-0.3,2.6,2.4,0.066,-2.5,0.7,-1.9,0
193,16.2,0.554,0.004,0.307,13,3.9,2.4,6.3,0.146,0.6,1.3,1.9,2.1
194,10.7,0.578,0.253,0.331,15.3,0.8,0.4,1.2,0.048,-1.2,-1.1,-2.2,-0.1
195,10.8,0.464,0.39,0.273,19.5,0.1,0.2,0.3,0.035,-1.6,-1.3,-2.9,-0.1
196,11.7,0.532,0.004,0.794,12.4,0.8,2.1,2.9,0.104,-2.5,0.6,-1.9,0
197,11.7,0.538,0.39,0.305,16.1,0.6,0.2,0.9,0.073,0,-0.7,-0.7,0.2
198,13.2,0.509,0.063,0.286,19.9,0.9,1.4,2.4,0.068,-1.6,-0.2,-1.8,0.1
199,7,0.451,0.106,0.325,16.8,-0.1,0.3,0.2,0.021,-4.5,-0.8,-5.3,-0.4
200,15.9,0.507,0.004,0.309,23.6,0.3,3.3,3.6,0.077,-1.8,0.7,-1.1,0.5
201,15.6,0.503,0.005,0.392,25.5,-0.2,1.7,1.5,0.032,-1.8,-2.1,-3.8,-1.1
202,20.4,0.657,0.008,0.615,18.8,6.4,3.1,9.6,0.201,2.1,1.5,3.6,3.2
203,14.6,0.588,0.322,0.427,18.2,4,2.1,6.1,0.136,0.2,0.6,0.8,1.5
204,14.7,0.563,0.138,0.312,20.1,3.1,1.3,4.4,0.087,-0.2,-0.3,-0.5,0.9
205,13,0.521,0.006,0.241,17.7,0.8,1,1.8,0.079,-2.9,-1.4,-4.3,-0.7
206,12.3,0.543,0.302,0.202,16.7,1.8,1.2,3,0.068,-1,-0.2,-1.3,0.4
206,13.5,0.548,0.256,0.24,17.1,1.7,0.6,2.3,0.076,-0.7,-0.3,-1,0.4
206,9.8,0.53,0.411,0.114,16,0.2,0.5,0.7,0.05,-1.8,0,-1.8,0
207,15.4,0.525,0.222,0.209,20.8,2.2,3.5,5.7,0.094,0.4,0.4,0.8,2
208,10.7,0.642,0,0.744,13.7,1.3,0.5,1.8,0.072,-4,-0.3,-4.3,-0.7
209,20.7,0.587,0.004,0.204,19.7,6.4,3.7,10.1,0.179,2.5,1.1,3.6,3.9
210,11.9,0.535,0.545,0.125,17.6,1,1.2,2.2,0.108,-0.5,0.2,-0.3,0.4
211,26.1,0.616,0.007,0.877,27.2,6.7,7.7,14.4,0.235,2.9,2.4,5.3,5.4
212,9.2,0.416,0.179,0.29,21.9,-0.5,0.3,-0.2,-0.027,-3.1,-0.7,-3.8,-0.2
213,8.4,0.495,0,0.28,13.1,0.2,0.8,0.9,0.074,-3.5,0,-3.5,-0.2
214,6,0.349,0.625,0.167,19.8,-0.2,0,-0.1,-0.082,-3.9,-0.4,-4.3,0
215,17.8,0.555,0.002,0.328,17.3,2.7,2.7,5.4,0.125,0.5,-0.1,0.4,1.3
216,17.7,0.579,0.002,0.298,15.7,4.3,3.2,7.6,0.164,-0.2,0.7,0.5,1.4
217,17.2,0.53,0.238,0.395,19.2,3.3,3.5,6.7,0.13,1.7,1.6,3.2,3.2
218,12.8,0.531,0.003,0.144,16,1,1.9,2.9,0.122,-3.1,0.4,-2.7,-0.2
219,9.7,0.518,0,0.367,11.3,0,0.6,0.5,0.076,-4.7,1.8,-2.8,-0.1
220,14.3,0.516,0.239,0.205,19.1,1.1,2.7,3.8,0.121,-1.2,0.6,-0.6,0.5
221,8.2,0.527,0.421,0.053,12.8,0.1,0.1,0.2,0.06,-3.2,0.8,-2.3,0
222,14.2,0.503,0.17,0.336,23,0.9,1.4,2.4,0.066,-0.3,-0.4,-0.7,0.5
222,12.6,0.492,0.197,0.377,22.8,-0.1,0.1,0,0.002,-1.6,-1,-2.6,-0.1
222,14.6,0.505,0.163,0.326,23.1,1,1.3,2.4,0.082,0,-0.3,-0.3,0.6
223,12.3,0.521,0.07,0.31,18,0.4,0.3,0.7,0.069,-1.9,-1.6,-3.5,-0.2
224,14.6,0.52,0.339,0.288,27.4,-0.2,2.1,1.9,0.039,0.2,-0.7,-0.5,0.9
225,10.1,0.477,0.029,0.272,16.2,-0.4,0.5,0.1,0.015,-3.8,1.1,-2.6,-0.1
226,27.3,0.594,0.188,0.446,31.5,10.3,5.3,15.6,0.244,6.3,1.8,8.1,7.8
227,16.8,0.516,0.3,0.267,26,1.5,1.1,2.6,0.067,1.3,-1.5,-0.1,0.9
228,13.3,0.546,0.062,0.708,13.6,0.4,0.3,0.7,0.097,-1.6,0,-1.7,0
228,-0.5,0.333,0,0,23,0,0,0,-0.183,-12.6,-1.8,-14.4,0
228,13.7,0.553,0.065,0.742,13.4,0.4,0.3,0.7,0.104,-1.4,0,-1.4,0
229,20.1,0.528,0,0.219,24.2,5.1,2.7,7.8,0.128,1.6,-1,0.6,1.9
230,12.4,0.612,0.478,0.304,15.4,3.7,2.1,5.9,0.115,0.5,-0.2,0.3,1.4
231,8,0.375,0.105,0.337,8.8,0,0.5,0.6,0.045,-2.8,0.5,-2.2,0
231,9.5,0.334,0.167,0.278,14.2,0,0.1,0.1,0.042,-3.3,-0.5,-3.8,-0.1
231,7.6,0.403,0.06,0.38,7.2,0.1,0.4,0.4,0.046,-2.6,0.9,-1.7,0
232,15.6,0.493,0.327,0.266,25.5,0.6,3.3,3.9,0.086,0.8,0.9,1.6,2
233,11.1,0.46,0.116,0.158,16.5,0.2,0.5,0.7,0.037,-2.2,-1.1,-3.3,-0.3
234,10.1,0.459,0.037,0.262,17.4,-0.4,0.8,0.4,0.016,-3.7,-1.6,-5.3,-0.9
235,17.6,0.608,0.002,0.323,15.3,4.4,1.2,5.6,0.146,0.3,0,0.3,1.1
236,9.3,0.497,0.119,0.218,25.1,-0.4,0.2,-0.3,-0.044,-3.3,-1.9,-5.1,-0.2
237,10.2,0.554,0,0.952,13.5,0,0.2,0.2,0.08,-5.2,1.1,-4.2,-0.1
237,10.3,0.521,0,1,15,0,0.2,0.2,0.069,-5.9,0.6,-5.3,-0.1
237,9.9,0.773,0,0.667,8.8,0,0.1,0.1,0.118,-3,2.6,-0.4,0
238,12.6,0.505,0.143,0.3,18.2,-0.1,0.8,0.6,0.036,-1.6,0.9,-0.6,0.3
238,8.8,0.449,0.22,0.317,24.2,-0.4,0.3,0,-0.014,-6.8,3.4,-3.4,-0.1
238,13.2,0.517,0.128,0.296,17.1,0.2,0.4,0.6,0.044,-0.7,0.5,-0.2,0.3
239,16.4,0.517,0.258,0.209,26.3,2.5,1.8,4.2,0.08,1.2,-1.5,-0.3,1.1
240,8.3,0.455,0.091,0.303,20.2,0,0,0,-0.009,-4.1,-2.3,-6.4,-0.1
240,7,0.418,0.1,0.267,21.3,-0.1,0,-0.1,-0.048,-4.7,-2.3,-7,-0.1
240,16.2,0.773,0,0.667,13.6,0.1,0,0.1,0.23,-0.6,-1.8,-2.4,0
241,10.2,0.491,0.424,0.135,16.8,0.4,0.9,1.3,0.03,-1.3,-0.4,-1.7,0.2
242,13.7,0.558,0.182,0.421,21.4,0.6,0.6,1.2,0.102,-1.7,0.5,-1.2,0.1
243,10.6,0.4,0.089,0.378,21.7,-0.2,0.2,0,0.007,-2.5,1.6,-0.9,0
244,11.1,0.629,0.829,0.208,12,3,1.7,4.7,0.145,0.7,0.3,1,1.2
245,8.5,0.469,0.008,0.512,15.4,-0.2,0.6,0.5,0.042,-5.3,0.8,-4.5,-0.3
246,14.8,0.648,0.003,0.636,11.7,2.6,2.6,5.2,0.122,-1.7,1,-0.7,0.7
247,15.7,0.495,0,0.152,24.4,-0.2,1.1,0.8,0.047,-1.7,0.3,-1.4,0.1
248,1.6,0.277,0.286,0.071,12.7,-0.3,0.1,-0.2,-0.07,-5.7,-1.7,-7.4,-0.2
249,14.4,0.5,0.656,0.129,14.3,2.5,3.9,6.4,0.116,0.9,2,2.8,3.3
250,16.6,0.567,0.181,0.498,17.8,2.9,1.7,4.5,0.109,1.7,0.5,2.2,2.1
251,10.1,0.502,0.323,0.16,21.7,-0.5,0.2,-0.3,-0.012,-2.4,-2.3,-4.7,-0.7
252,13,0.572,0.519,0.156,18.3,2.7,2.4,5.1,0.149,0.4,0.7,1.1,1.3
253,12.6,0.474,0.013,0.287,19.9,-0.2,0.4,0.2,0.027,-3.9,-1.6,-5.5,-0.4
253,10.4,0.447,0.019,0.222,18.2,-0.3,0.3,0,-0.004,-4.7,-1.2,-5.9,-0.3
253,20.3,0.536,0,0.452,25.6,0.1,0.1,0.3,0.133,-1.3,-2.8,-4.1,-0.1
254,13.1,0.557,0,0.323,16.9,2.3,1.7,4,0.122,-1.4,-1,-2.5,-0.2
254,12.5,0.534,0,0.216,16.4,1.2,0.8,2,0.096,-1.5,-1.4,-2.8,-0.2
254,14.3,0.598,0,0.544,17.8,1,0.9,2,0.17,-1.4,-0.3,-1.8,0
255,14.8,0.555,0.006,0.419,20.5,2.8,1.3,4.1,0.098,-0.5,-1.3,-1.9,0.1
255,14.7,0.545,0.006,0.444,20.3,1.8,0.7,2.5,0.086,-0.4,-1.4,-1.8,0.1
255,15.2,0.578,0.005,0.36,20.8,1,0.6,1.6,0.125,-0.8,-1.2,-2.1,0
256,9.9,0.502,0.194,0.344,15.7,0.1,0.3,0.4,0.027,-3.5,-0.5,-4,-0.4
256,0.4,0.256,0.316,0.526,16,-0.4,0.1,-0.3,-0.138,-8.3,-0.9,-9.2,-0.2
256,11.3,0.532,0.18,0.323,15.6,0.5,0.2,0.7,0.052,-2.7,-0.5,-3.2,-0.2
257,-9.1,,,,0,0,0,0,-0.009,-16.9,1.9,-15,0
258,17.9,0.593,0.249,0.327,19.6,5.1,1.6,6.7,0.153,2.4,-0.3,2.1,2.2
259,12.6,0.534,0.302,0.208,17.9,1.6,1.1,2.7,0.076,-0.7,-0.5,-1.1,0.4
260,17.8,0.549,0.003,0.273,21.2,4.1,2,6,0.11,0.5,-0.9,-0.4,1.1
261,12,0.535,0.419,0.165,17.6,1.2,1.9,3,0.079,-0.7,0.3,-0.4,0.7
261,11,0.524,0.444,0.167,18.6,0.3,1.2,1.5,0.091,-1,0.6,-0.5,0.3
261,12.8,0.544,0.397,0.163,16.8,0.8,0.7,1.5,0.07,-0.4,0,-0.3,0.4
262,14.8,0.458,0.069,0.347,15.6,0,0.4,0.5,0.078,-2.1,4.4,2.2,0.3
263,14.3,0.53,0.01,0.315,20.1,0.7,1.2,1.9,0.073,-1,1,0,0.7
264,19.3,0.549,0.001,0.374,27.3,4.4,1.9,6.3,0.105,1.4,-0.9,0.6,1.9
265,13.9,0.539,0,0.28,20.4,0.8,0.8,1.5,0.074,-3.1,-1,-4.1,-0.5
266,24.3,0.593,0.206,0.486,22.9,8.9,2.5,11.4,0.21,5.7,-1.3,4.4,4.2
267,16.5,0.55,0.424,0.31,18.6,5.1,1.8,7,0.13,2,0,2,2.6
268,-0.1,0.258,0.333,0.667,17.8,0,0,0,-0.121,-6.3,-3.3,-9.6,0
269,15.8,0.573,0.14,0.581,27.7,1.5,1.9,3.4,0.115,-0.6,-0.2,-0.8,0.5
270,12.7,0.585,0,0.818,10.3,0.3,0.3,0.6,0.172,-1.5,0.9,-0.6,0.1
271,13.7,0.645,0.02,0.837,15.3,1,0.8,1.8,0.177,-3.3,1.1,-2.1,0
272,17,0.551,0.04,0.197,21.5,2.3,3.4,5.6,0.12,-0.1,0.4,0.3,1.3
273,4.9,0.473,0.045,0.182,13.1,-0.1,0.2,0.1,0.019,-7.3,-0.8,-8.1,-0.3
274,11.7,0.524,0.544,0.22,17.6,0.5,0.3,0.8,0.071,0.2,-0.8,-0.6,0.2
275,14.1,0.526,0.025,0.199,16.4,1,1.6,2.7,0.104,-0.8,1.7,0.9,0.9
276,21.4,0.601,0.362,0.528,29.6,8,1.5,9.5,0.175,4.3,-1,3.4,3.5
277,7.1,0.461,0.571,0.13,12.2,0.1,0.1,0.2,0.029,-2.4,-1.2,-3.6,-0.1
278,15.5,0.582,0.386,0.322,21.3,5,2.3,7.2,0.126,1,-0.1,0.9,2
279,9.4,0.51,0,0.524,13.9,0,0.4,0.5,0.024,-3.3,-1.1,-4.4,-0.6
280,11.7,0.485,0.288,0.177,16.5,0.7,0.8,1.5,0.061,-0.8,-1.1,-1.8,0.1
281,12.6,0.499,0.353,0.175,21.8,0.5,1.9,2.4,0.062,-0.4,-0.1,-0.6,0.7
282,11.5,0.518,0.016,0.439,13.1,1.5,3.3,4.8,0.109,-2.3,1.1,-1.3,0.4
283,12.8,0.516,0.003,0.224,14.9,1,2.1,3,0.105,-1.8,1.1,-0.7,0.4
284,17.4,0.566,0.005,0.381,16.3,2.7,2.5,5.3,0.115,-0.7,0.4,-0.4,0.9
285,14.9,0.503,0.171,0.251,18.6,1,1.1,2.1,0.061,0.1,0.5,0.6,1.1
286,10.4,0.437,0.011,0.214,13.8,0.1,0.9,0.9,0.059,-3.3,0.3,-2.9,-0.2
287,16,0.608,0.155,0.308,14.7,2.6,2.2,4.9,0.147,0.6,1.7,2.3,1.7
288,12.6,0.6,0.611,0.298,15.7,3.2,1.9,5.1,0.12,0.1,0.1,0.2,1.1
289,-0.1,0.333,0,0,6.8,0,0,0,0.013,-9.1,0.7,-8.4,-0.1
290,14.4,0.507,0.377,0.218,25.1,1.2,1.3,2.5,0.061,-0.1,-0.9,-1,0.5
291,12.2,0.482,0,0.199,19.7,-1.5,1.7,0.2,0.007,-3.9,1.3,-2.7,-0.3
292,17.8,0.529,0.044,0.346,20.6,4.6,2.4,7,0.127,1.5,0.1,1.6,2.4
293,16.3,0.566,0.361,0.318,17,2,1,3,0.142,1.7,1.1,2.8,1.2
294,9.7,0.525,0.584,0.168,14.4,0.4,1.2,1.6,0.09,-1.5,0.1,-1.4,0.1
295,13,0.506,0.405,0.143,24.5,0.2,0.5,0.7,0.044,-0.1,-1.4,-1.5,0.1
296,19.8,0.578,0.023,0.342,22.6,5.2,2.5,7.7,0.143,1.6,0.3,1.9,2.5
297,19.8,0.579,0,0.432,24.8,0.2,0.1,0.3,0.147,0.1,1.1,1.2,0.1
298,15.9,0.538,0.002,0.25,20.6,1,1.6,2.7,0.1,-2,-0.8,-2.8,-0.3
298,15.9,0.52,0.003,0.278,22.4,0.3,1.1,1.4,0.08,-2.4,-0.8,-3.2,-0.3
298,16,0.583,0,0.183,17,0.7,0.5,1.2,0.139,-1.3,-0.8,-2.1,0
299,18,0.575,0.002,0.424,15.4,4.7,1.9,6.6,0.143,0.9,-0.5,0.4,1.4
300,10.1,0.499,0.496,0.069,12,0.4,0.7,1.1,0.05,-1.5,0.5,-1.1,0.2
300,10.7,0.488,0.503,0.058,12.5,0.2,0.5,0.7,0.043,-1.4,0.6,-0.8,0.2
300,8.4,0.535,0.475,0.102,10.7,0.2,0.2,0.4,0.068,-1.8,0,-1.9,0
301,12.1,0.573,0.419,0.173,18,2.6,0.4,3,0.078,0.3,-1.3,-1,0.5
302,10.8,0.523,0,0.391,16.2,0.1,0.5,0.6,0.053,-4.3,-0.4,-4.7,-0.3
302,10.3,0.514,0,0.393,15.8,0,0.4,0.4,0.044,-4.5,-0.3,-4.8,-0.3
302,14.4,0.571,0,0.381,18.6,0.1,0.1,0.2,0.112,-2.8,-0.7,-3.5,0
303,3.5,0.366,0,0.5,22.5,-0.3,0.1,-0.2,-0.113,-9.2,-2.5,-11.7,-0.2
304,8,0.428,0.289,0.263,14.8,-0.4,0.7,0.3,0.029,-3.9,0.8,-3.1,-0.1
