Rk,PER,TS%,FTr,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
356,11.8,0.518,0.174,24.6,,-0.4,0.7,0.3,0.012,,-1.3,-1.7,-3,-0.3
357,16,0.521,0.381,22.6,,0.4,0.7,1.1,0.108,,-2,-1.3,-3.2,-0.1
357,13.5,0.487,0.379,22.2,,-0.1,0.7,0.6,0.071,,-3.5,-1.4,-5,-0.3
357,60.2,0.6,0,43.1,,0.1,0,0.1,0.534,,28,-2.8,25.2,0
357,31.7,0.736,0.478,23.2,,0.4,0,0.4,0.37,,7.8,0.4,8.2,0.1
358,11.5,0.567,0.111,17.3,,1.2,0.5,1.7,0.055,,-1.2,-1.1,-2.3,-0.1
359,6.7,0.5,0,12,,-0.1,0.1,0,0.032,,-6.7,2,-4.7,0
359,3.9,,,0,,0,0,0,0.077,,-6.3,0.2,-6.1,0
359,7.1,0.5,0,13.6,,-0.1,0.1,0,0.026,,-6.7,2.3,-4.5,0
360,12.2,0.46,0.2,17.2,,0,0.1,0.1,0.084,,-3.7,3.3,-0.4,0
361,14.2,0.568,0.205,20.9,,2.1,2.5,4.5,0.104,,-0.2,-0.7,-0.9,0.6
362,11.7,0.521,0.19,19.1,,0.6,1.1,1.6,0.061,,-2.1,-0.6,-2.7,-0.2
362,12.3,0.543,0.223,19.5,,0.4,0.5,0.9,0.051,,-1.8,-0.9,-2.7,-0.2
362,10.4,0.475,0.122,18,,0.2,0.5,0.7,0.083,,-2.8,0.1,-2.8,-0.1
363,16.2,0.577,0.115,17.1,,4.4,1.8,6.2,0.151,,1.1,0.3,1.5,1.7
364,-0.5,0.436,0.333,33.5,,-0.1,0,-0.1,-0.246,,-19.4,-2.3,-21.7,-0.1
365,18.9,0.563,0.548,28.8,,0.1,0.2,0.3,0.092,,-1.2,-0.7,-1.9,0
366,14.6,0.531,0.251,25.6,,0.1,0.7,0.8,0.023,,-0.2,-1.8,-2,0
367,16,0.538,0.19,24.9,,2.8,2.3,5.1,0.1,,1.4,-0.8,0.6,1.6
368,5.8,0.415,0.091,29,,-0.2,0,-0.1,-0.152,,-6.3,-0.9,-7.2,-0.1
369,10.8,0.564,0.235,14.3,,1.2,1.2,2.5,0.091,,-0.8,-0.3,-1.1,0.3
369,10.4,0.56,0.277,14.3,,0.9,1,1.9,0.087,,-1.1,-0.4,-1.5,0.1
369,12.5,0.578,0.096,14.3,,0.3,0.3,0.6,0.107,,0.3,0.4,0.7,0.2
370,6,0.447,0.143,16,,-0.4,0.3,-0.1,-0.012,,-3.9,-1.1,-5,-0.3
370,5.8,0.451,0.152,15.9,,-0.4,0.3,-0.1,-0.013,,-4.1,-1.1,-5.2,-0.3
370,9.8,0.375,0,19.4,,0,0,0,0.016,,0.6,-1.1,-0.5,0
371,8.8,0.522,0.167,15.1,,0,0.9,0.9,0.062,,-3.6,0.3,-3.2,-0.2
372,18.6,0.583,0.28,15.5,,3.3,1.6,4.9,0.131,,1,1.4,2.4,2
373,15.3,0.534,0.317,24,,1,1,2,0.098,,0.9,0.6,1.5,0.9
374,13.5,0.558,0.205,19,,0.5,0.6,1.1,0.116,,-1.1,0.8,-0.3,0.2
375,13,0.613,0.133,17.8,,0.7,0.7,1.3,0.123,,-0.2,0.2,0,0.3
376,18.6,0.571,0.512,20,,1,1.2,2.2,0.15,,-0.3,2.4,2.1,0.7
377,19.3,0.608,0.286,13.8,,1.9,2.5,4.3,0.198,,-1.2,3.3,2.1,1.1
378,9.6,0.469,0.133,22.5,,-0.5,0.8,0.3,0.016,,-2.7,-1.2,-3.9,-0.4
379,6,0.417,0.106,16.6,,-1.3,0.4,-0.8,-0.045,,-5.2,-0.8,-6,-0.9
380,7.3,0.503,0.118,15.3,,0.1,0,0.1,0.035,,-1.9,-2.9,-4.8,-0.1
380,12.1,0.593,0.19,15.6,,0.1,0,0.1,0.097,,1.4,-1.3,0.1,0
380,-0.8,0.346,0,14.8,,-0.1,0,-0.1,-0.068,,-7.5,-5.5,-13,-0.1
381,23.4,0.57,0.442,24.7,,4.4,3.3,7.8,0.189,,2.1,1.7,3.7,2.8
382,12.5,0.558,0.324,14.6,,1.1,0.3,1.4,0.069,,-1.8,-0.3,-2.1,0
383,9,0.589,0.122,11,,0.7,2.5,3.3,0.094,,-2.6,2.1,-0.5,0.6
384,16.8,0.537,0.154,20.8,,0.2,0.8,1,0.125,,-2.5,3,0.4,0.2
385,8.5,0.531,0.247,14.1,,0.2,0.5,0.7,0.057,,-2.8,-1.2,-4,-0.3
386,17.9,0.603,0.246,19.9,,1.4,0.8,2.2,0.115,,-0.6,-0.9,-1.5,0.1
387,7.6,0.489,0.162,17,,-0.7,0.2,-0.5,-0.027,,-4.2,-1.5,-5.7,-0.9
388,9.4,0.492,0.319,15.4,,-0.1,1.4,1.2,0.034,,-3.5,0.4,-3.1,-0.5
389,17.6,0.519,0.24,27.9,,0.4,1.9,2.3,0.097,,1.8,1.2,2.9,1.4
390,14.4,0.61,0.328,18,,2.3,2.5,4.7,0.126,,-0.2,0.9,0.7,1.2
391,11.5,0.536,0.214,18.6,,1.2,0.2,1.5,0.029,,-1.4,-1.8,-3.2,-0.8
392,15.2,0.551,0.29,23.2,,0.9,1.3,2.2,0.054,,-0.3,-0.9,-1.2,0.4
392,13.3,0.545,0.279,20.9,,0.3,0.5,0.8,0.053,,-1.4,-1.2,-2.6,-0.1
392,16.4,0.555,0.296,24.7,,0.5,0.8,1.3,0.054,,0.4,-0.8,-0.4,0.5
393,13.7,0.539,0.642,15,,1.1,1.3,2.3,0.128,,-2.8,1.6,-1.2,0.2
394,15.5,0.56,0.246,24.6,,0.1,1.3,1.4,0.039,,-0.7,-0.9,-1.5,0.2
394,14.6,0.543,0.233,25,,-0.2,0.7,0.5,0.024,,-1.1,-1.1,-2.1,0
394,17,0.587,0.267,24,,0.3,0.6,0.9,0.063,,0,-0.6,-0.6,0.2
395,15.3,0.512,0.268,25.5,,0.6,0.3,0.9,0.044,,-0.3,-2.3,-2.6,-0.1
396,8.5,0.484,0.137,20.3,,-0.6,0.6,0,-0.004,,-3.9,-0.5,-4.4,-0.3
397,8.1,0.493,0.137,12,,0.2,0.9,1.1,0.064,,-2,-0.4,-2.5,-0.1
398,10.5,0.317,0.286,15.7,,0,0,0,0.079,,-5.2,3.2,-2,0
399,19.7,0.56,0.282,22.5,,4.4,2.2,6.6,0.172,,2.7,1.1,3.9,2.8
400,11.5,0.519,0.184,17.6,,0.1,0.3,0.5,0.031,,-2.3,-0.7,-3,-0.2
400,10.3,0.492,0.149,17.4,,-0.1,0.3,0.2,0.014,,-3.1,-0.7,-3.8,-0.2
400,15.3,0.596,0.291,18.1,,0.2,0.1,0.3,0.082,,0.1,-0.8,-0.7,0.1
401,14,0.502,0.18,18.3,,0.6,0.9,1.5,0.058,,-0.7,-0.7,-1.4,0.2
402,36.9,0.688,0,23.8,,0.1,0,0.1,0.358,,8.3,10.6,18.9,0.1
403,8.1,0.49,0.301,20,,-0.2,0.2,0,0.004,,-3.6,0.4,-3.2,-0.1
404,17.8,0.602,0.448,16.2,,2.9,2.9,5.8,0.16,,-0.5,2.6,2.1,1.8
405,18.9,0.654,0.625,16.7,,0.4,0.1,0.5,0.145,,1.6,0,1.6,0.2
406,19.4,0.64,0.317,13.1,,3.5,1.6,5.1,0.193,,1.3,0.7,2,1.3
407,13.2,0.641,0.724,13.5,,0.5,0.3,0.8,0.128,,-1.6,0.7,-0.9,0.1
408,15.9,0.569,0.149,19.1,,1.8,1.5,3.2,0.093,,0.8,0.1,0.9,1.2
408,15,0.551,0.145,18.2,,1,1.1,2.1,0.085,,0,0.3,0.3,0.7
408,18,0.609,0.159,21.3,,0.8,0.4,1.1,0.112,,2.6,-0.4,2.2,0.5
409,16.1,0.529,0.154,24.6,,0.5,1.1,1.6,0.06,,-0.2,-2.3,-2.4,-0.1
409,17.2,0.529,0.185,26.5,,0.3,0.4,0.7,0.062,,0.5,-2.4,-1.9,0
409,15.3,0.53,0.132,23.3,,0.2,0.7,0.9,0.058,,-0.6,-2.2,-2.8,-0.2
410,20.4,0.682,0.523,17.2,,5.6,1.9,7.5,0.215,,2,0.9,2.9,2.1
411,13.3,0.596,0.188,19,,1,1.4,2.4,0.102,,-0.9,0.2,-0.7,0.4
412,12.2,0.571,0.358,14.2,,0.4,0.2,0.5,0.086,,-2.5,-1,-3.5,-0.1
413,80.4,1,0,43.4,,0,0,0,1.261,,40.1,11.9,52,0
414,16.1,0.586,0.325,17.2,,1.2,0.9,2.1,0.137,,-1.1,-0.3,-1.4,0.1
415,9.9,0.555,0.286,16.4,,0.4,0.2,0.6,0.041,,-2.7,-1.3,-4,-0.4
416,21,0.6,0.447,27.8,,4.2,1.9,6.1,0.131,,2.1,-0.6,1.5,2
417,15.1,0.602,0.248,21.9,,4.6,1.2,5.9,0.118,,2.2,-2,0.2,1.3
418,8.1,0.5,0,12.1,,0,0,0.1,0.064,,-3.3,-2.2,-5.5,0
419,10.4,0.58,0.115,14.1,,0.3,0.1,0.4,0.078,,-1.3,-1.2,-2.5,0
420,14,0.536,0.225,20.9,,3,2.6,5.6,0.106,,0.1,0.2,0.3,1.5
421,0.9,0.481,0.172,16.4,,-0.2,0.1,-0.1,-0.06,,-6.6,-2.1,-8.8,-0.2
422,7.7,0.503,0.166,14.5,,0.4,0.8,1.2,0.028,,-3.3,-1,-4.3,-1.1
422,6.8,0.49,0.237,15.5,,-0.4,0.2,-0.2,-0.014,,-4.1,-1.2,-5.3,-0.6
422,8.2,0.511,0.13,13.9,,0.8,0.6,1.4,0.05,,-2.9,-0.9,-3.8,-0.6
423,20.6,0.616,0.438,17.9,,0.2,0.1,0.3,0.175,,0.8,1.1,1.9,0.1
424,7.6,0.514,0.13,14,,0,0.2,0.2,0.051,,-3.4,0,-3.4,-0.1
425,8.7,0.511,0.227,15,,0.1,0.6,0.7,0.054,,-2.8,-0.1,-3,-0.2
426,7.2,0.491,0.082,16.7,,-0.2,0.3,0.1,0.012,,-4.2,-0.5,-4.7,-0.2
427,22,0.692,0.464,12.1,,4,2.2,6.1,0.217,,0.1,2.4,2.5,1.6
428,12.1,0.473,0.083,17.4,,-0.2,1.5,1.3,0.047,,-1.7,0.2,-1.5,0.2
429,19.5,0.557,0.212,27.3,,2.6,0.3,3,0.102,,3.2,-1.7,1.4,1.2
430,15.4,0.561,0.14,23.9,,1.7,2.6,4.3,0.095,,1.1,-0.3,0.8,1.5
431,12.9,0.501,0.14,18.6,,0.9,2.3,3.2,0.086,,-0.7,0.5,-0.2,0.8
432,14,0.52,0.312,22.7,,0.9,2.8,3.7,0.095,,-1,0.8,-0.2,0.9
433,19.4,0.533,0.135,31.9,,2.4,2.6,5,0.097,,4,-0.6,3.4,3.4
434,21.9,0.63,0.416,23.5,,4.3,3.3,7.6,0.197,,1.9,1.3,3.1,2.4
435,8.5,0.567,0.1,15.2,,-0.1,0.1,0,0.01,,-3.9,-0.9,-4.7,-0.1
436,22.5,0.633,0.389,23.1,,0.3,0.1,0.5,0.173,,3.6,0.2,3.7,0.2
437,13.1,0.563,0.216,17.8,,2.3,1.2,3.5,0.084,,-0.3,-1.3,-1.6,0.2
437,8.1,0.496,0.227,18,,-0.1,0.3,0.2,0.023,,-3.2,-1.5,-4.7,-0.3
437,14.3,0.579,0.213,17.8,,2.4,0.9,3.3,0.099,,0.4,-1.3,-0.8,0.5
438,14.1,0.59,0.302,14.1,,3.8,0.9,4.7,0.104,,-0.4,-0.3,-0.7,0.7
439,12.7,0.508,0.206,24.2,,0.4,2.4,2.9,0.06,,-1.3,-0.7,-2,0
440,8.6,0.528,0.079,14.4,,0.4,1.2,1.6,0.053,,-1.9,-0.7,-2.5,-0.2
440,9.4,0.521,0.078,14.9,,0.1,0.7,0.9,0.055,,-1.5,0,-1.5,0.1
440,7.7,0.537,0.079,13.8,,0.2,0.5,0.7,0.052,,-2.3,-1.4,-3.7,-0.3
441,12.1,0.599,0.148,12.9,,0.2,1.2,1.5,0.115,,-1.6,3.1,1.5,0.5
442,8.3,0.491,0.19,18.4,,-1,0.8,-0.3,-0.009,,-3.8,-1.6,-5.4,-1.2
442,8.8,0.495,0.18,19.3,,-0.2,0.3,0.1,0.014,,-3.3,-1.1,-4.4,-0.3
442,8.1,0.489,0.196,18,,-0.8,0.4,-0.4,-0.019,,-4,-1.8,-5.9,-1
443,12,0.52,0.211,25.2,,-0.1,-0.5,-0.6,-0.011,,-1.4,-3.3,-4.7,-1.8
444,11,0.604,0.167,15,,2.7,0.9,3.6,0.095,,-0.3,-1.3,-1.6,0.2
444,10.7,0.606,0.156,15,,1.6,0.6,2.2,0.096,,-0.7,-1.1,-1.9,0
444,11.3,0.601,0.186,15,,1.1,0.3,1.4,0.094,,0.4,-1.6,-1.2,0.1
445,9.1,0.499,0.101,14.5,,0.1,1.2,1.4,0.045,,-2.4,0.5,-1.9,0
445,10.1,0.511,0.118,15.2,,0.3,0.9,1.2,0.054,,-1.9,0.6,-1.3,0.2
445,6.3,0.456,0.041,12.7,,-0.2,0.3,0.2,0.019,,-4,0.2,-3.7,-0.2
446,18.7,0.628,0.32,20.8,,5.7,3.6,9.3,0.175,,1.6,0.8,2.4,2.8
447,29.7,1.5,0,10.2,,0,0,0,0.183,,13.7,2.2,16,0
448,20,0.582,0.446,22.1,,4.6,3.6,8.2,0.146,,2.2,1.3,3.6,3.8
449,8.5,0.466,0.277,18.7,,-0.8,1.1,0.3,0.013,,-3.9,-0.3,-4.2,-0.6
449,7.4,0.445,0.252,19.3,,-1,0.8,-0.2,-0.01,,-4.6,-0.5,-5.2,-0.7
449,12.9,0.553,0.391,16.7,,0.2,0.2,0.5,0.101,,-1.3,0.5,-0.8,0.1
450,0,,,0,,0,0,0,-0.033,,-7.4,-3.2,-10.6,0
451,11.1,0.535,0.254,24.3,,0,0,0.1,0.02,,-1.5,-3.7,-5.3,-0.1
452,13.1,0.568,0.228,14.6,,2.2,3.1,5.3,0.116,,-1.2,2,0.8,1.5
453,12.3,0.502,0.24,24.8,,-1.2,1.2,0,0.001,,-1.6,-0.4,-1.9,0
453,11.5,0.527,0.23,23.3,,-0.7,0.9,0.2,0.01,,-2.1,0,-2.1,0
453,13.5,0.473,0.253,27,,-0.5,0.3,-0.2,-0.014,,-0.8,-0.9,-1.7,0
454,11.8,0.485,0.127,19.9,,0.5,1.1,1.7,0.064,,-1.6,-0.3,-2,0
455,7.8,0.444,0.127,18.6,,-0.3,0.1,-0.2,-0.038,,-3.7,0.5,-3.2,-0.1
456,9.8,0.492,0.271,17.5,,0,0.2,0.2,0.038,,-3.7,-1,-4.7,-0.1
456,11.7,0.52,0.324,16.1,,0.1,0.1,0.2,0.07,,-2.7,-0.7,-3.4,0
456,6.3,0.468,0.154,19.8,,-0.1,0.1,0,-0.02,,-6.8,-0.1,-6.9,-0.1
456,4.6,0.405,0.222,22.3,,0,0,0,-0.049,,-4.4,-4.4,-8.8,0
457,9.5,0.533,0.235,16.4,,0,0.1,0.1,0.048,,-2.8,-2.2,-5,-0.1
458,10.7,0.585,0.116,12.9,,1.6,1.6,3.2,0.117,,-1,0.3,-0.7,0.4
459,14.6,0.516,0.255,17.8,,0,0.2,0.2,0.051,,-4.3,-0.8,-5.1,-0.1
459,0,,,0,,0,0,0,0,,-7.5,-5,-12.6,0
459,14.7,0.516,0.255,17.9,,0,0.2,0.2,0.051,,-4.3,-0.8,-5.1,-0.1
460,12.4,0.516,0.184,14.9,,0.6,0.5,1.2,0.07,,-0.5,-0.7,-1.2,0.2
461,10.9,0.545,0.189,17.6,,0.6,0.5,1.1,0.052,,-0.7,-1.2,-1.9,0
461,10.8,0.545,0.157,17.9,,0.3,0.4,0.8,0.055,,-0.9,-0.8,-1.6,0.1
461,11.3,0.544,0.257,16.9,,0.3,0,0.3,0.046,,-0.5,-2.1,-2.5,0
462,5.5,0.5,0,19.1,,0,0,0,-0.119,,-7.1,1.6,-5.5,0
463,11.8,0.529,0.169,20.3,,-0.1,1.2,1.1,0.049,,-1.6,0.1,-1.5,0.1
464,7.6,0.443,0.375,17.6,,-0.2,0.3,0.1,0.02,,-5.8,0.5,-5.3,-0.2
465,4.7,0.377,0.17,17.7,,-0.5,0.2,-0.2,-0.06,,-7.1,0,-7.2,-0.2
465,3.1,0.372,0.159,18.4,,-0.4,0.2,-0.3,-0.086,,-7.9,-0.3,-8.2,-0.2
465,11.7,0.405,0.222,14.9,,0,0.1,0,0.053,,-3.8,1.1,-2.7,0
466,15.1,0.547,0.22,22.1,,1.6,3.4,5,0.097,,-0.4,0.2,-0.2,1.1
467,15.4,0.528,0.368,19.3,,1.7,0.5,2.2,0.085,,0.8,-1.2,-0.4,0.5
468,8.5,0.543,0.217,13.2,,0.3,2,2.2,0.052,,-3.3,0.5,-2.8,-0.4
468,8.6,0.551,0.196,13.9,,0.1,1.5,1.6,0.05,,-3.1,0.4,-2.7,-0.3
468,8,0.514,0.292,11.2,,0.2,0.5,0.6,0.061,,-4.1,1,-3.1,-0.1
469,6.5,0.557,0.175,18,,-0.1,0.1,-0.1,-0.019,,-3.8,-1.7,-5.4,-0.1
470,0.7,0.372,0.154,19.6,,-0.4,0,-0.3,-0.14,,-8.5,-2.3,-10.9,-0.2
471,19.7,0.571,0.571,20.1,,0,0,0.1,0.117,,-0.2,2.4,2.3,0
471,19.9,0.654,0.333,19.1,,0,0,0.1,0.127,,-1.1,3.4,2.3,0
471,18.4,0.266,2,26.8,,0,0,0,0.045,,5.9,-3.8,2.1,0
472,17,0.624,0.286,15.8,,2.3,1.3,3.5,0.188,,-0.8,0.9,0,0.5
473,7,0.437,0.273,30.4,,-0.4,0.1,-0.3,-0.077,,-4,-2.5,-6.5,-0.2
474,6.2,0.413,0.159,17.2,,-0.2,0.2,0,0.005,,-4.9,-0.1,-5,-0.2
475,6.4,0.482,0.183,12.9,,-0.3,0.3,0.1,0.004,,-4.8,-0.9,-5.7,-0.7
476,16.6,0.571,0.113,25.6,,2.9,2.3,5.3,0.095,,1.1,-1.4,-0.3,1.2
477,18.4,0.551,0.279,17.7,,2.1,0.5,2.6,0.105,,1.4,-1.9,-0.5,0.4
478,5.2,0.485,0.694,11.3,,-0.3,0.3,0,0.004,,-5.8,1,-4.7,-0.2
479,8.6,0.571,0.232,12.5,,0.6,0.5,1.2,0.052,,-1.7,-0.7,-2.4,-0.1
480,26.3,0.622,0.342,28.9,,7.2,3.2,10.4,0.197,,5.4,0.6,6,5.1
481,3.6,0.377,0.14,21.7,,-0.3,0.1,-0.2,-0.092,,-6.6,-4.2,-10.8,-0.2
482,12.2,0.564,0.431,21.5,,0.4,0.5,0.9,0.03,,-1.6,-1.5,-3.1,-0.4
483,9.2,0.547,0.113,9.5,,2,3,5,0.086,,-1.6,1,-0.6,1
484,11.6,0.504,0.239,15.9,,0.5,1.5,2,0.06,,-1.8,0.5,-1.3,0.3
485,18,0.567,0.258,20,,1.9,4.4,6.3,0.144,,0,2.4,2.5,2.4
486,20.9,0.698,0.417,13.1,,0.9,0.7,1.6,0.238,,0.8,3.9,4.7,0.5
487,0,,,0,,0,0,0,-0.015,,-7.7,-2.7,-10.4,0
488,24.4,0.616,0.344,28.5,,2.2,1.9,4.2,0.183,,2.2,0.4,2.6,1.3
488,24.4,0.639,0.363,25.9,,1.6,1.1,2.6,0.224,,2.3,0.8,3.2,0.7
488,24.4,0.594,0.326,31.4,,0.7,0.9,1.5,0.14,,2.1,0,2.1,0.5
489,12.4,0.513,0.526,19.4,,-0.1,0.1,0.1,0.037,,-5.2,1,-4.2,0
490,13.7,0.539,0.192,17.9,,2.4,1.9,4.3,0.117,,0.4,0.1,0.5,1.1
491,13.9,0.561,0.355,14.8,,1.5,1.7,3.2,0.09,,-1.2,0.5,-0.7,0.6
492,25.5,0.573,0.168,28,,5.4,4.7,10.1,0.193,,5,1.7,6.6,5.5
493,15.8,0.51,0.243,27.9,,0.1,2.3,2.4,0.061,,0.8,-0.2,0.6,1.2
494,10.1,0.533,0.31,21.7,,-0.3,0.5,0.2,0.02,,-3.9,-0.4,-4.3,-0.3
495,11.4,0.53,0.092,21.1,,0.1,1.1,1.2,0.052,,-0.5,-0.6,-1.1,0.3
496,21.7,0.558,0.267,31.5,,5.5,1.9,7.4,0.123,,5.2,-1,4.2,4.4
497,10.8,0.446,0.217,20.3,,-0.1,0.2,0,0.019,,-3.4,1,-2.4,0
498,18,0.527,0.317,28.8,,0.5,0.7,1.2,0.051,,2.2,-1.4,0.9,0.8
499,7,0.45,0.263,18.7,,-0.8,0.5,-0.3,-0.023,,-5.6,-0.8,-6.4,-0.7
500,11.9,0.575,0.195,19.5,,0.8,0.7,1.5,0.047,,-1,-1,-2,0
501,14.3,0.597,0.267,17.1,,0.6,0.4,1,0.134,,-1.3,0.7,-0.7,0.1
502,16.3,0.58,0.203,22.7,,1.6,0.5,2.1,0.074,,0.9,-1.1,-0.2,0.6
503,6.5,0.402,0.083,10,,-0.2,0.3,0.1,0.023,,-5.1,0.5,-4.6,-0.2
504,3.3,0.352,0.196,15.8,,-0.4,0.2,-0.2,-0.065,,-7,-2.1,-9.1,-0.3
505,16.1,0.648,0.154,17.7,,0.1,0,0.1,0.162,,2.2,-1.1,1.2,0
506,21.1,0.501,0.306,30.9,,1.8,5,6.8,0.124,,2.8,2.4,5.2,4.7
507,14.8,0.555,0.227,17.7,,1.7,1.9,3.6,0.101,,-0.4,1.3,0.9,1.3
508,-4.5,0,0,14.1,,0,0,0,-0.251,,-9,-7.8,-16.8,0
509,23.5,0.564,0.357,22.6,,2.3,4,6.3,0.18,,1.1,1.2,2.3,1.8
510,12.4,0.493,0.245,24.4,,-0.6,1.3,0.6,0.012,,-1.2,-1.8,-3,-0.6
511,32.9,0.61,0.308,25.5,,0.1,0.1,0.2,0.312,,7.6,4.2,11.8,0.1
512,8.8,0.55,0.029,13.3,,0.1,0.1,0.1,0.042,,-3.8,0.2,-3.7,-0.1
513,15.1,0.599,0.436,16.4,,0.7,0.3,1,0.135,,-2,-1.1,-3.2,-0.1
514,9.7,0.485,0.068,12.3,,0.3,0.9,1.2,0.053,,-2.3,0.4,-1.9,0
515,21.2,0.554,0.426,32.4,,3.9,1.2,5.1,0.123,,4.3,-2.1,2.2,2.1
516,12.6,0.548,0.132,14.9,,1.9,1.9,3.8,0.086,,-0.4,0.2,-0.3,0.9
517,18.8,0.703,0.294,10.3,,0.5,0.6,1.2,0.201,,-1.7,3.4,1.8,0.3
518,10.5,0.531,0.153,15,,0.1,0.3,0.4,0.064,,-2.4,0,-2.4,0
519,10.3,0.515,0.187,14.4,,0.3,1.4,1.7,0.093,,-2.4,0.2,-2.2,0
520,12.8,0.513,0.183,20.8,,0.2,2.6,2.8,0.067,,-1.3,0.7,-0.6,0.7
521,21.9,0.607,0.479,26.1,,0.4,0.3,0.8,0.151,,1.4,-1,0.4,0.1
521,17.1,0.585,0.6,23.4,,0.1,0.1,0.2,0.146,,0.3,-1.5,-1.3,0
521,23.4,0.613,0.446,26.9,,0.3,0.3,0.6,0.152,,1.7,-0.8,0.9,0.1
522,15.5,0.523,0.269,18.1,,1.9,2.4,4.3,0.121,,0.1,1.4,1.5,1.5
522,14.5,0.527,0.208,17.1,,1,1.3,2.3,0.123,,0.1,1.6,1.7,0.8
522,16.6,0.519,0.336,19.2,,0.9,1.1,2,0.119,,0,1.2,1.2,0.6
523,12.4,0.542,0.286,17.5,,0.2,0.3,0.5,0.09,,-2.5,-0.2,-2.7,0
524,2.3,0.5,0,12.7,,0,0,0,-0.021,,-4.3,-2.5,-6.9,0
525,16.2,0.569,0.161,18,,3,3.9,6.9,0.133,,0.4,1.1,1.5,2.2
526,17,0.539,0.33,28.4,,2.5,0.7,3.3,0.062,,2.3,-2.8,-0.6,0.9
527,17.2,0.611,0.409,16.3,,2.6,1.2,3.9,0.15,,-0.6,0.7,0.1,0.7
528,17.3,0.607,0.6,20.1,,0.2,0.1,0.3,0.167,,-3.1,-1.9,-5,-0.1
528,1.5,0,0,7.4,,0,0,0,-0.013,,-8.7,-1.6,-10.2,0
528,19.4,0.64,0.643,21.8,,0.2,0.1,0.3,0.191,,-2.3,-1.9,-4.3,0
529,16.2,0.59,0.399,18.2,,1.7,0.3,2,0.087,,-1.1,-2.1,-3.2,-0.3
530,18.9,0.604,0.332,20.3,,1.9,1.3,3.2,0.148,,-0.2,-0.2,-0.5,0.4
530,19.5,0.633,0.342,20.5,,1.1,0.6,1.8,0.165,,-0.3,0.1,-0.2,0.2
530,18.3,0.574,0.323,20.1,,0.7,0.7,1.4,0.132,,-0.2,-0.5,-0.7,0.2